,Diff_Kd,Diff_Str,Diff_Td,Diff_Sub,Diff_Head,Diff_Body,Diff_Leg,Diff_Distance,Diff_Clinch,Diff_Ground,Diff_Ctrl,Fighter_1_W
3142,0,-14,2,0,9,4,1,16,1,-3,-362,1
3143,0,-12,0,0,17,-8,3,17,-5,0,-1,1
3144,0,5,0,0,7,13,-25,-2,-3,0,-1,1
3145,1,-42,0,0,41,-2,3,39,3,0,-1,1
3146,0,-38,0,0,28,5,5,23,14,1,-67,1
3147,0,-3,-2,0,1,10,-8,-4,-3,10,230,1
3148,-1,-5,0,0,-6,-3,14,3,-2,4,-13,1
3149,-1,-59,0,-1,31,13,15,31,10,18,157,1
3150,0,-51,6,-1,36,14,1,26,22,3,-254,1
3151,0,-18,-1,0,17,3,-2,18,0,0,8,1
3152,0,-56,-6,2,56,3,-3,2,8,46,543,1
3153,0,0,-4,-2,10,-1,-9,-4,-7,11,375,1
3154,-2,-45,0,2,38,4,3,16,0,29,480,1
3155,0,-53,-3,-2,47,1,5,10,3,40,618,1
3156,0,5,-3,1,9,-14,0,-1,-22,18,810,1
3157,0,-47,0,0,7,35,5,-2,26,23,223,1
3158,0,-19,-5,-1,16,3,0,0,0,19,555,1
3159,0,-13,-7,-4,11,2,0,1,6,6,702,1
3160,0,-9,-3,-1,10,6,-7,-3,-3,15,-47,1
3161,-1,-48,-7,0,35,10,3,25,-3,26,906,1
3162,0,-8,-2,0,10,-2,0,-1,0,9,744,1
3163,0,-24,-5,-1,29,-3,-2,-4,-1,29,744,1
3164,0,-16,-1,0,-4,8,12,9,4,3,-25,1
3165,0,-17,-5,4,25,1,-9,-20,20,17,203,1
3166,-1,-51,-3,0,36,3,12,24,5,22,442,1
3167,0,-30,3,-1,27,1,2,8,5,17,-90,1
3168,1,-2,-5,0,3,-1,0,-2,0,4,557,1
3169,-4,-35,-2,0,33,5,-3,7,12,16,502,1
3170,0,-21,-8,2,13,1,7,1,6,14,649,1
3171,0,0,5,-1,-1,0,1,14,3,-17,-365,1
3172,0,-13,2,0,16,1,-4,12,0,1,-77,1
3173,0,4,-6,0,4,0,-8,-15,0,11,556,1
3174,0,-9,-2,0,34,-10,-15,6,1,2,213,1
3175,-1,-27,-1,-2,29,4,-6,22,7,-2,78,1
3176,0,22,1,0,-22,1,-1,-17,-1,-4,-54,1
3177,0,-6,-5,1,6,0,0,-2,2,6,601,1
3178,0,-22,3,2,11,9,2,1,11,10,-309,1
3179,0,-37,1,1,17,0,20,22,0,15,35,1
3180,0,0,-10,0,11,-1,-10,-13,0,13,595,1
3181,0,-55,1,0,37,7,11,43,13,-1,-51,1
3182,0,-37,-8,3,43,-9,3,-4,3,38,1155,1
3183,0,-40,-5,2,34,2,4,12,0,28,670,1
3184,0,2,-6,2,2,6,-10,-13,-5,16,377,1
3185,1,11,-7,1,0,-8,-3,-13,0,2,597,1
3186,1,-27,1,0,29,1,-3,26,10,-9,-98,1
3187,0,-50,2,0,15,11,24,31,13,6,-175,1
3188,0,4,-2,0,-9,5,0,5,-6,-3,47,1
3189,0,-33,-6,3,29,6,-2,0,2,31,635,1
3190,0,-2,-1,-1,0,-1,3,3,0,-1,13,1
3191,0,-42,0,0,18,2,22,34,8,0,17,1
3192,0,-30,6,-1,0,30,0,-2,9,23,24,1
3193,0,2,-5,-2,0,0,-2,-9,-1,8,71,1
3194,-5,-37,-6,1,24,13,0,14,9,14,445,1
3195,0,-31,0,0,29,-1,3,24,7,0,45,1
3196,-1,-16,-3,1,5,8,3,7,11,-2,215,1
3197,0,-5,-3,1,-7,22,-10,-15,5,15,280,1
3198,2,-5,-6,3,5,0,0,-4,-4,13,578,1
3199,0,-5,-7,2,5,1,-1,-4,-2,11,651,1
3200,0,-7,0,0,12,13,-18,7,0,0,12,1
3201,0,-32,-3,4,25,15,-8,-4,-2,38,648,1
3202,0,8,5,-4,-8,-3,3,2,9,-19,-380,1
3203,0,-19,0,0,20,3,-4,15,1,3,4,1
3204,0,8,-1,1,-7,1,-2,-9,1,0,262,1
3205,0,18,-1,3,-17,-4,3,-28,11,-1,144,1
3206,0,-3,-3,0,5,0,-2,-23,0,26,287,1
3207,0,8,-2,0,2,6,-16,-18,4,6,300,1
3208,-1,31,-1,-1,-14,-5,-12,-22,-9,0,206,1
3209,0,-5,-9,2,11,-5,-1,3,1,1,560,1
3210,-1,-15,2,3,29,-5,-9,-7,-3,25,312,1
3211,0,-16,-5,0,17,5,-6,-1,5,12,452,1
3212,0,-26,-1,-2,9,8,9,12,6,8,-2,1
3213,0,-18,-7,2,12,4,2,-2,4,16,592,1
3214,-1,-106,-4,0,71,32,3,57,28,21,502,1
3215,1,-30,-3,-2,17,2,11,23,3,4,304,1
3216,1,-13,-3,1,19,-1,-5,13,0,0,-77,1
3217,0,-57,-9,0,58,8,-9,10,0,47,729,1
3218,0,-17,5,0,20,-6,3,16,3,-2,-383,1
3219,0,-49,0,0,42,5,2,37,10,2,129,1
3220,0,0,7,-1,2,5,-7,7,-2,-5,-445,1
3221,0,-34,2,-3,22,10,2,6,3,25,183,1
3222,0,-28,-3,0,16,12,0,-3,-2,33,487,1
3223,-2,-6,2,1,12,-6,0,6,-2,2,33,1
3224,0,0,-4,-1,-2,2,0,-6,-1,7,461,1
3225,0,-39,1,2,24,7,8,9,11,19,272,1
3226,0,-11,-4,1,18,2,-9,4,-9,16,433,1
3227,0,-11,-2,-3,10,2,-1,1,-3,13,642,1
3228,0,-45,-5,0,17,6,22,2,31,12,550,1
3229,0,2,-2,-2,5,-5,-2,-9,2,5,292,1
3230,0,0,0,0,-1,0,1,1,-3,2,426,1
3231,0,-32,-2,1,30,0,2,2,6,24,462,1
3232,1,-30,-7,-2,35,0,-5,3,0,27,306,1
3233,0,-48,-4,-4,35,7,6,2,5,41,484,1
3234,1,-16,0,1,6,14,-4,-3,-8,27,285,1
3235,-1,-1,1,0,6,4,-9,2,0,-1,78,1
3236,0,-8,-4,1,4,0,4,0,0,8,377,1
3237,0,-22,-7,0,25,-3,0,-1,-4,27,740,1
3238,0,-34,-2,0,31,3,0,-6,-2,42,761,1
3239,0,10,-8,2,-3,-8,1,-13,-4,7,336,1
3240,0,-4,-3,3,1,3,0,2,-1,3,797,1
3241,0,-50,-5,0,39,9,2,23,12,15,362,1
3242,0,-6,-6,2,6,0,0,1,-3,8,791,1
3243,0,-13,4,1,3,2,8,8,-2,7,64,1
3244,0,-18,-1,-1,19,-1,0,5,-1,14,356,1
3245,0,-45,-6,4,28,14,3,7,0,38,708,1
3246,1,-18,0,1,-3,1,20,20,4,-6,-74,1
3247,0,-36,-6,1,21,12,3,-2,8,30,770,1
3248,-1,7,-2,1,5,2,-14,-18,-1,12,267,1
3249,0,-15,0,0,-4,1,18,-4,0,19,352,1
3250,0,-72,-6,0,62,0,10,0,2,70,1144,1
3251,-1,-45,0,0,14,21,10,12,30,3,299,1
3252,0,-27,1,1,6,11,10,3,12,12,-93,1
3253,-1,-18,2,-3,10,9,-1,1,13,4,134,1
3254,0,-25,-2,0,23,2,0,7,-3,21,552,1
3255,1,-36,1,0,25,11,0,12,3,21,-10,1
3256,0,-14,3,0,0,19,-5,1,10,3,-162,1
3257,-1,2,2,-9,-2,2,-2,4,6,-12,-398,1
3258,0,-3,1,1,25,9,-31,-10,3,10,-17,1
3259,0,4,-3,-2,16,-21,1,0,-11,7,564,1
3260,0,-12,-5,0,11,0,1,1,1,10,355,1
3261,0,-3,1,0,13,-9,-1,13,-10,0,19,1
3262,0,-24,0,1,8,8,8,9,12,3,-203,1
3263,0,-24,3,4,14,6,4,1,4,19,343,1
3264,0,16,-6,0,10,-10,-16,-21,-1,6,442,1
3265,0,-1,-4,1,4,-4,1,0,-4,5,417,1
3266,0,-35,-4,0,33,-1,3,3,0,32,775,1
3267,0,-56,-3,2,44,15,-3,2,5,49,815,1
3268,-1,-23,3,0,-5,5,23,6,14,3,88,1
3269,-1,-26,1,2,24,2,0,3,2,21,510,1
3270,0,-6,-2,0,3,-1,4,1,-1,6,178,1
3271,-1,-9,-6,1,34,-9,-16,3,-3,9,183,1
3272,0,-17,-7,0,15,-1,3,0,3,14,728,1
3273,0,11,6,2,-7,0,-4,-17,0,6,117,1
3274,0,-20,0,0,3,-2,19,18,2,0,0,1
3275,0,-16,-1,5,17,0,-1,0,-1,17,767,1
3276,0,-9,-3,1,14,-4,-1,2,-4,11,774,1
3277,0,-45,-4,0,8,5,32,-3,36,12,1224,1
3278,0,-12,2,2,14,3,-5,-4,3,13,849,1
3279,-1,-12,2,0,2,0,10,3,1,8,55,1
3280,0,0,-3,-3,-1,0,1,1,-6,5,386,1
3281,0,-61,6,-4,33,13,15,17,28,16,-221,1
3282,0,-23,1,2,29,0,-6,7,13,3,26,1
3283,0,-16,-3,0,12,4,0,0,1,15,854,1
3284,0,-26,-5,3,25,1,0,-1,2,25,532,1
3285,0,0,3,0,9,2,-11,-10,11,-1,106,1
3287,0,-36,1,0,13,4,19,27,3,6,36,1
3288,0,-2,-4,-2,4,0,-2,-1,0,3,708,1
3291,0,-33,4,0,11,19,3,3,36,-6,-166,1
3292,0,-5,1,0,20,-15,0,-1,3,3,-80,1
3295,0,-5,-2,-2,14,0,-9,-1,2,4,214,1
3296,0,-6,-1,0,6,-2,2,9,-1,-2,285,1
3297,0,1,1,0,2,-2,-1,-2,1,0,117,1
3299,-1,-10,-4,0,12,2,-4,-4,-4,18,1146,1
3300,0,-45,-3,0,38,6,1,-1,3,43,717,1
3301,0,-12,3,0,3,9,0,3,4,5,10,1
3302,0,-29,1,-1,22,6,1,6,11,12,545,1
3304,1,-2,-6,-1,5,-2,-1,-3,-1,6,990,1
3305,0,-15,0,0,1,14,0,2,0,13,856,1
3306,0,2,2,2,-1,4,-5,0,-2,0,-388,1
3307,0,-70,-5,1,43,27,0,8,0,62,0,1
3310,0,2,6,-1,-9,5,2,4,1,-7,0,1
3312,0,-8,-2,1,4,3,1,4,0,4,0,1
