,Diff_Kd,Diff_Str,Diff_Td,Diff_Sub,Diff_Head,Diff_Body,Diff_Leg,Diff_Distance,Diff_Clinch,Diff_Ground,Diff_Ctrl,Fighter_1_W
455,-1,-22,-4,0,9,7,6,21,-3,4,627,1
456,-1,22,-6,0,-11,1,-12,-33,1,10,339,1
457,0,-12,-6,-2,25,5,-18,7,1,4,297,1
458,0,-39,-7,-1,-42,4,-1,15,0,-54,-665,0
459,-1,-2,1,0,7,-7,2,3,-9,8,-133,1
460,0,-81,1,0,44,18,19,40,25,16,112,1
461,0,6,1,0,11,-7,-10,-5,-1,0,-20,1
462,-1,10,1,0,-3,-2,-5,-20,4,6,26,1
463,1,-29,-1,0,-34,-3,8,-27,-1,-1,4,0
464,0,-25,-7,-1,-25,-4,4,0,-2,-23,-714,0
465,0,-14,1,-7,6,12,-4,-10,-2,26,39,1
466,-2,63,1,-1,37,19,7,60,4,-1,-418,0
467,-1,-25,0,0,35,-10,0,18,0,7,75,1
468,0,10,4,0,-7,-7,4,-4,-3,-3,-177,1
469,0,-54,0,0,37,12,5,57,-3,0,-166,1
470,-1,-11,-1,0,2,-6,-7,6,-10,-7,342,0
471,0,9,1,0,43,-46,-6,-5,-4,0,-170,1
472,0,11,-4,0,11,8,-8,0,5,6,-412,0
473,1,16,-3,-1,-29,0,13,-14,0,-2,571,1
474,0,-2,0,0,-26,26,-2,-2,0,0,10,0
475,0,1,-4,-3,4,-5,0,1,-4,2,579,1
476,0,12,-4,0,0,-9,-3,-14,1,1,289,1
477,0,-8,-4,-1,-6,-2,0,-6,-1,-1,-279,0
478,0,5,-4,0,-5,-7,7,-8,3,0,262,1
479,0,18,-2,0,-5,-7,-6,-15,0,-3,340,1
480,-1,-7,-2,-1,17,8,-18,3,-1,5,108,1
481,0,-71,-2,-1,51,42,-22,35,17,19,329,1
482,0,-55,2,0,32,8,15,56,1,-2,-93,1
483,-2,-16,-1,0,1,18,-3,6,0,10,-38,1
484,0,-3,3,0,21,-2,-16,-4,1,6,203,1
485,0,-29,0,0,4,4,21,17,11,1,17,1
486,-1,-13,1,0,19,-21,15,3,1,9,94,1
487,0,-76,0,0,67,10,-1,76,0,0,0,1
488,0,-29,0,0,-1,12,18,27,2,0,-35,1
489,0,14,-1,0,-26,36,4,-9,14,9,135,0
490,-1,20,1,-1,-18,-1,-1,-33,6,7,49,1
491,0,-17,0,0,14,3,0,7,7,3,-1,1
492,-1,-18,-1,0,20,17,-19,18,-1,1,105,1
493,1,-38,0,-1,13,11,14,38,3,-3,-143,1
494,0,-9,-2,0,-24,8,7,-10,1,0,-55,0
495,1,-29,0,-1,24,-1,6,6,-2,25,308,1
496,0,-82,2,0,56,17,9,48,29,5,5,1
497,0,7,-4,1,3,-1,-9,-6,-1,0,708,1
498,0,-27,0,0,-72,34,11,-14,-16,3,-160,0
499,0,4,-3,1,-7,4,-1,-5,1,0,236,1
500,0,12,-5,0,-10,-2,0,-13,1,0,602,1
501,0,-5,0,0,0,4,1,-2,3,4,274,1
502,0,3,-8,0,-15,12,0,-1,-9,7,530,1
503,0,4,-5,0,8,-6,-6,-32,1,27,397,1
504,0,-22,-1,0,9,15,-2,7,15,0,-169,1
505,0,-54,3,2,-48,-4,-2,-23,-17,-14,-316,0
506,0,-29,0,0,40,-3,-8,32,-3,0,-90,1
507,0,-32,-1,0,-20,-13,1,-34,-6,8,345,0
508,0,-10,0,0,-4,-4,18,27,-10,-7,-82,1
509,0,-43,-2,0,34,16,-7,40,-3,6,241,1
510,0,6,1,1,-15,8,1,-14,9,-1,-19,1
511,0,-30,2,0,-8,-14,-8,-20,-14,4,405,0
512,0,-95,1,0,-31,-35,-29,-88,-19,12,431,0
513,0,-34,0,0,62,-2,-26,31,2,1,-38,1
514,0,6,0,0,11,-20,15,-2,7,1,20,0
515,0,-55,1,0,34,-1,22,52,2,1,-149,1
516,0,-7,-4,-2,-16,-2,11,6,2,-15,-546,0
517,0,4,0,0,2,7,-13,-4,0,0,0,1
518,0,1,0,0,-6,10,-3,11,0,-10,-96,0
519,0,0,4,0,-10,4,6,-9,2,7,202,0
520,0,-13,3,0,-1,-7,-5,-8,-11,6,116,0
521,0,-63,0,0,-52,3,-14,-45,-17,-1,-170,0
522,0,-126,2,3,87,0,39,76,-3,53,177,1
523,0,-14,-3,0,1,5,8,8,-2,8,379,1
524,0,-46,-3,0,9,18,19,32,10,4,421,1
525,-1,-37,-5,0,-25,-6,-6,-24,-6,-7,-301,0
526,0,14,-4,1,10,2,2,5,1,8,-446,0
527,-1,-41,-7,0,49,1,-9,-5,3,43,410,1
528,-2,-51,0,0,9,41,1,33,10,8,237,1
529,0,-67,-3,0,-62,-8,3,-31,-27,-9,-283,0
530,0,2,0,0,0,3,-1,-10,14,-2,-42,0
531,-4,-17,-3,2,15,3,-1,5,5,7,523,1
532,0,-79,-3,0,72,7,0,13,9,57,583,1
533,0,-8,-3,-1,9,-5,4,0,1,7,117,1
534,0,-4,1,0,42,-33,-5,7,-3,0,27,1
535,0,-5,-2,0,23,-8,-10,12,-5,-2,-108,1
536,0,-73,-2,-1,46,5,22,64,6,3,182,1
537,0,-33,2,0,-20,-3,-10,-29,-4,0,1,0
538,-1,-34,4,0,24,8,2,15,14,5,-308,1
539,0,-64,3,0,-48,5,-21,-58,0,-6,169,0
540,0,-1,-2,0,19,-10,-10,-5,4,0,-60,0
541,0,-23,-1,0,34,-5,-6,11,-9,21,146,1
542,0,-13,-2,0,14,18,-19,8,3,2,39,1
543,-1,8,0,0,3,-2,-9,-9,1,0,-149,1
544,0,-26,0,0,-40,-12,26,-16,-10,0,-54,0
545,0,-32,-1,0,47,2,-17,26,5,1,139,1
546,0,-15,4,0,-1,-1,17,8,6,1,15,1
547,-1,4,0,0,11,-3,-12,-2,-2,0,72,1
548,0,-25,-3,-2,22,1,2,-1,0,26,680,1
549,0,-39,0,0,39,29,-29,43,-4,0,-10,1
550,0,-48,1,0,16,12,20,54,-6,0,-100,1
551,0,-38,1,0,21,14,3,33,5,0,-6,1
552,0,39,0,0,46,8,-15,42,-3,0,-8,0
553,0,-21,2,0,1,24,-4,20,2,-1,-34,1
554,0,-52,-1,0,44,-5,13,32,10,10,47,1
555,0,-79,-4,0,-117,23,15,-63,-8,-8,-422,0
556,-1,15,-8,-1,23,-8,0,15,-2,2,-291,0
557,0,-28,5,1,2,24,2,18,13,-3,-383,1
558,0,7,-1,0,16,-8,-15,-14,4,3,-178,1
559,0,3,0,0,-13,0,10,-13,9,1,-39,1
560,1,-41,0,-1,-18,-10,-13,-41,-2,2,34,0
561,0,18,-2,1,51,0,-33,28,-6,-4,-502,0
562,1,23,2,0,25,-7,5,2,1,20,-30,0
563,0,11,0,0,-9,8,12,17,-6,0,-65,0
564,0,-28,0,0,-1,-20,-7,-22,-6,0,21,0
565,-1,-25,2,0,12,-3,16,43,-4,-14,-313,1
566,0,-17,-6,0,-36,10,9,-3,-3,-11,-514,0
567,0,-18,0,0,-24,5,1,-4,-1,-13,-106,0
568,0,-10,-3,0,3,0,7,-3,0,13,433,1
569,-1,-30,-1,0,-24,11,-17,-20,0,-10,-71,0
570,0,-16,-3,-1,-12,-20,16,1,-9,-8,-35,0
571,0,2,2,0,15,-8,-9,-10,10,-2,-52,1
572,-1,-36,2,0,-11,-7,-18,-32,-3,-1,93,0
573,0,-20,0,0,19,17,-16,19,1,0,19,1
574,2,-8,0,0,12,-10,-10,-20,-3,15,41,0
575,0,1,-1,0,-17,16,0,-3,-2,4,392,1
576,0,-7,0,0,1,-1,7,5,-2,4,44,1
577,0,-18,0,2,-33,18,-3,-23,-2,7,105,0
578,0,-12,-3,-3,32,-18,-2,10,-5,7,497,1
579,0,-12,1,1,-34,10,12,-3,0,-9,-80,0
580,0,-22,-1,-3,23,-4,3,-14,17,19,201,1
581,0,31,-1,0,3,27,1,27,4,0,-292,0
582,0,-27,0,0,2,9,16,25,2,0,111,1
583,0,-15,-1,1,-5,14,6,10,5,0,4,1
584,0,-38,4,0,2,4,32,27,10,1,-379,1
585,0,-1,-4,0,-4,-10,15,2,-6,5,186,1
586,0,-24,1,0,-17,-3,-4,-23,-1,0,254,0
587,0,-16,-4,0,-14,3,-5,-11,-3,-2,-85,0
588,0,-11,2,0,28,0,-17,-13,6,18,364,1
589,0,43,-1,0,4,-16,-31,-44,-13,14,288,1
590,0,-3,-9,-2,11,-4,-4,-16,3,16,519,1
591,0,8,1,0,4,12,-24,-3,-5,0,-1,1
592,0,-18,2,0,-17,1,-2,9,-5,-22,-302,0
593,0,-5,1,0,5,-3,3,11,-1,-5,-189,1
594,0,36,0,0,-22,5,-19,-35,-1,0,2,1
595,0,-5,-2,0,6,-2,1,-2,8,-1,527,1
596,0,-17,0,0,62,-12,-33,17,0,0,0,1
597,0,-34,-3,0,-26,-9,1,-36,2,0,1,0
598,0,35,-2,0,24,9,2,18,4,13,-356,0
599,-1,-23,-2,0,-7,-10,-6,-14,4,-13,-87,0
600,0,-8,5,-3,6,-5,-9,-12,0,4,316,0
601,0,2,2,-2,5,-3,-4,-7,5,0,-318,1
602,0,1,-2,0,2,7,-10,-12,-2,13,475,1
603,0,-113,1,0,100,15,-2,117,-2,-2,-109,1
604,0,-47,0,0,-29,-2,-16,-34,-13,0,-13,0
605,0,-21,-1,0,-13,0,-8,-21,0,0,97,0
606,0,23,-8,-1,-5,-9,-9,-26,4,-1,165,1
607,0,-15,-3,1,10,-3,8,-10,-3,28,320,1
608,0,-16,-2,-1,14,0,2,4,0,12,375,1
609,0,-36,2,-1,21,-2,17,39,-3,0,-362,1
610,1,-26,-2,1,-10,-10,-6,-9,2,-19,-444,0
611,0,-8,-3,0,-6,2,-4,-9,0,1,-730,0
612,0,-38,1,1,27,7,4,36,2,0,-183,1
613,0,-48,2,0,21,14,13,45,3,0,-134,1
614,0,-18,-3,0,-14,10,-14,-19,4,-3,-133,0
615,0,-20,-1,0,4,13,3,15,3,2,-127,1
616,0,-9,-3,0,-8,-1,0,2,-1,-10,-846,0
617,0,-38,-2,-1,22,17,-1,7,16,15,81,1
618,0,-11,4,-1,-11,4,-4,-10,-1,0,208,0
619,0,-13,-1,-2,41,-21,-7,-3,-4,20,195,1
620,0,13,-8,0,-5,-3,-5,-36,5,18,175,1
621,0,-47,0,0,29,10,8,47,0,0,0,1
622,0,-23,-4,-1,22,-4,5,23,-2,2,-75,1
623,1,-21,-1,-1,-16,-5,0,-26,-2,7,302,0
624,0,9,1,0,6,1,2,9,-5,5,-49,0
625,0,-35,-4,0,-9,38,6,4,26,5,-304,1
626,0,-3,-1,0,41,7,-45,-3,3,3,107,1
627,1,40,0,0,42,-10,8,27,9,4,1,0
628,0,-16,2,1,14,5,-3,14,2,0,-99,1
629,-1,-7,0,-1,8,1,-2,-3,0,10,518,1
630,0,-54,3,-1,10,27,17,54,1,-1,-94,1
631,-2,-73,3,0,-90,15,2,-67,-5,-1,77,0
632,0,-88,-3,0,73,6,9,79,2,7,233,1
633,0,-17,0,0,-1,10,8,19,-2,0,39,1
634,0,-6,-8,-2,-13,7,0,-4,2,-4,-699,0
635,1,-11,-3,-1,10,11,-10,-11,3,19,348,1
636,0,-10,4,0,34,-8,-16,11,-1,0,-138,1
637,0,-20,2,0,15,2,3,1,2,17,166,1
638,0,9,2,0,-12,5,-2,-8,-1,0,20,1
639,0,-26,0,0,15,4,7,8,2,16,311,1
640,0,13,-11,-1,-2,-3,-8,-16,-4,7,1198,1
641,-1,26,-2,1,-9,-6,-11,-13,-14,1,156,1
642,0,-68,2,0,-63,3,-8,-69,1,0,169,0
643,0,-8,-1,0,-5,0,-3,-9,1,0,-440,0
644,0,-12,0,0,-3,11,4,10,2,0,-61,1
645,0,9,-6,1,-12,10,11,8,0,1,-75,0
646,0,-3,4,1,-3,-1,7,3,2,-2,-240,1
647,0,-11,-8,0,15,-1,-3,-6,0,17,715,1
648,0,-44,-1,1,-38,-4,-2,-22,-3,-19,-71,0
649,0,-17,-1,0,-15,3,-5,-21,-1,5,-258,0
650,0,2,0,0,14,-12,0,2,0,0,-65,0
651,0,-23,-1,0,-31,12,-4,-19,-3,-1,119,0
652,0,-7,-5,-1,0,5,2,-15,5,17,908,1
653,0,16,-4,-2,16,5,-5,11,2,3,-529,0
654,0,-21,1,0,-15,-8,2,-11,-8,-2,-93,0
655,0,5,0,1,12,-3,-14,-13,1,7,-180,1
656,0,6,-2,-1,10,-11,7,8,-1,-1,-113,0
657,0,-43,1,0,9,24,10,13,29,1,73,1
658,0,-47,0,0,28,23,-4,51,-4,0,-21,1
659,0,10,-4,0,-6,5,11,9,6,-5,-342,0
660,0,7,-2,-2,8,4,-5,10,3,-6,-568,0
661,0,-29,-3,0,35,12,-18,8,6,15,425,1
662,0,13,0,0,2,10,1,6,7,0,-152,0
663,0,-15,-2,0,10,14,-9,13,2,0,101,1
664,0,8,-3,0,1,4,3,13,-2,-3,-30,0
665,0,-12,-5,0,-26,7,7,-9,0,-3,-300,0
666,0,-12,-4,0,7,6,-1,-2,2,12,799,1
667,0,-60,-2,0,-19,-18,-23,-60,1,-1,-269,0
668,0,4,-2,0,-19,18,5,16,0,-12,-255,0
669,0,22,-3,1,-9,-11,-2,3,-24,-1,488,1
670,0,-29,1,0,-13,15,27,28,1,0,-1,1
671,0,-32,0,-1,23,10,-1,16,10,6,-228,1
672,0,-3,0,0,-21,13,5,-3,0,0,0,0
673,0,15,-3,0,-42,-1,28,-18,0,3,530,1
674,2,9,0,0,-6,-1,-2,-4,0,-5,-28,1
675,0,-40,3,0,-4,-27,-9,-5,-17,-18,209,0
676,-1,-30,-4,-1,-26,-1,-3,-13,-5,-12,-754,0
677,0,26,-4,0,-26,-7,7,-6,-20,0,659,1
678,0,-43,-1,0,18,14,11,29,5,9,357,1
679,0,2,3,-1,-1,5,-2,-7,7,2,-116,0
680,0,-11,-5,2,10,4,-3,2,8,1,339,1
681,0,-26,-6,-1,18,-1,9,11,5,10,482,1
682,0,-60,-1,0,83,3,-26,49,11,0,162,1
683,-1,-10,0,1,-8,14,-16,-2,-8,0,-62,0
684,-2,-28,0,-1,11,7,10,11,3,14,-150,1
685,0,9,-3,-1,21,-7,-5,15,-8,2,-230,0
686,0,-25,2,0,-9,18,16,23,1,1,-1,1
687,0,-8,-5,0,-3,0,-5,-6,2,-4,-385,0
688,0,-19,-3,0,11,5,3,-4,8,15,671,1
689,0,1,-7,0,-3,2,2,2,2,-3,-653,0
690,0,-18,1,1,13,1,4,5,11,2,-50,1
691,0,-47,-4,0,30,4,13,14,2,31,664,1
692,0,-71,0,0,-13,-18,-40,-69,-3,1,284,0
693,0,-34,-10,0,24,6,4,30,-2,6,502,1
694,0,-20,1,0,4,4,12,17,3,0,-383,1
695,0,-53,0,0,-4,-16,-33,-51,-2,0,-5,0
696,0,-36,-1,2,-46,8,2,-37,5,-4,-190,0
697,0,-9,-1,0,18,-16,7,6,1,2,191,1
698,0,-12,-3,1,12,-2,2,2,-3,13,786,1
699,0,-40,-4,-1,-39,-3,2,-40,0,0,-147,0
700,0,-27,0,0,33,0,-6,25,2,0,0,1
701,0,-9,0,0,13,-3,-1,4,0,5,30,1
702,0,-22,0,0,2,6,14,26,-4,0,-2,1
703,0,-4,-1,1,10,-3,-3,-13,-2,19,145,1
704,0,2,-4,0,-1,-1,0,-2,-5,5,360,1
705,0,9,-2,0,-29,24,-4,-7,-3,1,-1,1
706,0,-312,0,0,175,101,36,310,2,0,22,1
707,0,-11,-1,0,17,-7,1,11,-3,3,-74,1
708,0,-30,1,-1,-10,-9,-11,-21,0,-9,160,0
709,0,9,0,0,-4,8,-13,-10,1,0,-72,1
710,0,-9,-3,0,-12,-7,10,-6,1,-4,-142,0
711,0,-12,0,0,-31,-2,21,-12,0,0,-4,0
712,-1,-31,0,1,-34,-2,5,-33,1,1,-159,0
713,0,-86,0,0,53,33,0,86,0,0,-226,1
714,0,2,0,0,9,10,-21,2,-4,0,126,1
715,0,11,-2,-1,1,11,-23,-15,2,2,45,1
716,0,-19,1,0,4,5,10,22,1,-4,122,1
717,0,-43,2,0,-14,-17,-12,-27,-22,6,259,0
718,0,25,-12,0,-19,-6,0,-25,2,-2,541,1
719,0,-18,-1,0,-14,-2,-2,0,-1,-17,-706,0
720,-1,-80,1,0,42,41,-3,20,56,4,137,1
721,0,-3,-5,0,5,-1,-1,-11,1,13,537,1
722,0,-22,-3,-3,-12,-4,-6,-2,1,-21,-694,0
723,0,-19,1,0,11,1,7,19,-1,1,-10,1
724,0,-22,-7,0,23,-2,1,16,3,3,289,1
725,-1,-42,2,-1,-57,0,15,-38,4,-8,-319,0
726,0,-22,-2,-3,16,10,-4,19,0,3,421,1
727,0,-43,0,0,-30,-5,-8,-42,-1,0,-2,0
728,0,-12,-2,-1,-19,19,-12,-16,5,-1,-239,0
729,0,-47,3,1,-30,-15,-2,-23,-13,-11,2,0
730,-1,-52,-2,0,-66,9,5,-34,-4,-14,-231,0
731,0,-26,-4,0,24,3,-1,27,-1,0,103,1
732,0,-64,1,2,-42,-18,-4,-59,-4,-1,149,0
733,0,-9,1,0,14,-6,1,9,0,0,2,1
734,0,33,0,0,20,12,1,31,2,0,-47,0
735,0,-68,1,-2,37,18,13,60,8,0,-56,1
736,0,-32,-2,-1,42,-1,-9,20,1,11,399,1
737,0,6,-5,0,11,-15,10,15,-5,-4,-755,0
738,0,7,-2,-3,-5,-4,2,-3,-11,7,303,1
739,0,10,2,2,-9,15,4,5,6,-1,137,0
740,0,0,-4,-2,-12,5,7,8,8,-16,-561,0
741,0,27,-6,0,24,8,-5,42,-1,-14,-593,0
742,0,-52,-3,0,65,-15,2,28,16,8,142,1
743,0,-1,0,0,4,4,-7,0,1,0,-25,1
744,0,34,0,0,0,0,-34,-35,1,0,0,1
745,0,-71,-2,-1,45,12,14,59,7,5,108,1
746,0,-38,2,0,-25,-9,-4,-28,-13,3,387,0
747,0,-19,-7,-1,9,9,1,6,0,13,578,1
748,0,43,0,-1,0,26,17,40,3,0,-40,0
749,0,-58,0,0,69,-3,-8,58,0,0,0,1
750,-1,-16,0,0,42,-9,-17,13,-3,6,100,1
751,0,13,-2,0,-4,-16,33,16,-2,-1,-90,0
752,-1,3,0,0,5,2,-10,-10,4,3,140,1
753,-2,-65,-3,0,29,8,28,56,5,4,57,1
754,0,-30,2,0,-43,-7,20,-30,0,0,44,0
755,0,-9,0,0,-20,-1,12,-13,4,0,2,0
756,-1,15,5,0,30,-6,-9,2,4,9,208,0
757,0,-35,-3,0,32,-1,4,-6,-4,45,498,1
758,0,-5,-4,0,9,-2,-2,-3,0,8,791,1
759,0,-27,4,0,-27,-2,2,-17,-4,-6,344,0
760,-2,-21,3,-1,-2,17,6,21,0,0,-95,1
761,0,-5,-1,0,-6,1,0,-11,8,-2,-169,0
762,0,4,-5,-4,3,-2,3,3,1,0,-311,0
763,0,6,5,-3,1,-2,7,6,-1,1,244,0
764,-1,-31,0,0,9,17,5,20,0,11,-35,1
765,0,-10,-2,0,5,3,2,1,-2,11,471,1
766,0,1,-1,0,-18,7,12,-5,6,0,-86,0
767,0,-85,-5,0,43,44,-2,75,-3,13,313,1
768,0,-30,0,0,-15,-20,5,-17,-13,0,105,0
769,-1,-4,0,0,41,-11,-26,3,0,1,2,1
770,1,2,0,-3,-2,-12,12,-6,-2,6,23,1
771,0,-38,-1,-4,-25,-9,-4,-25,-5,-8,-147,0
772,0,-54,1,0,6,31,17,29,25,0,-71,1
773,0,-63,0,0,31,30,2,63,0,0,0,1
774,0,1,-2,0,31,-19,-13,1,0,-2,108,1
775,0,-34,1,0,0,10,24,35,0,-1,-123,1
776,0,-13,2,1,12,3,-2,12,1,0,-233,1
777,-1,-47,-1,0,-57,1,9,-19,-1,-27,-292,0
778,0,-21,-3,-1,21,-5,5,1,1,19,73,1
779,0,3,-4,1,9,-5,-1,-3,3,3,-346,0
780,0,-17,3,0,28,3,-14,29,5,-17,-34,1
781,0,-18,0,0,-14,6,-10,-14,-4,0,-4,0
782,0,-42,1,0,29,22,-9,45,3,-6,30,1
783,0,3,-1,0,-17,-5,19,5,-12,4,113,1
784,0,37,-1,0,6,-21,-22,-32,-5,0,192,1
785,0,-42,-3,0,33,11,-2,17,17,8,348,1
786,0,-19,-2,-3,-20,-3,4,7,1,-27,-498,0
787,0,-27,5,-2,23,0,4,21,7,-1,-233,1
788,0,3,1,0,0,0,-3,4,-7,0,-24,1
789,-1,-11,-3,3,-13,3,-1,-4,0,-7,-289,0
790,-1,-35,0,0,-11,-7,-17,-19,-1,-15,-698,0
791,0,-36,-4,0,-18,-17,-1,-24,-10,-2,-401,0
792,0,-20,-1,0,10,-15,-15,-16,0,-4,-81,0
793,0,-15,-4,0,7,-2,10,-9,-2,26,294,1
794,0,-14,0,0,-14,1,-1,-11,-3,0,1,0
795,-1,-1,0,0,-1,1,-1,-2,1,0,0,0
796,0,31,-2,0,-7,1,37,32,-1,0,-18,0
797,-1,-26,-2,0,21,9,-4,14,4,8,-271,1
798,-1,-41,-2,-1,-18,-8,-15,-31,-6,-4,-166,0
799,-1,-10,1,0,-3,20,-7,6,4,0,299,1
800,0,-23,-2,0,-5,5,-23,1,-24,0,-220,0
801,0,-27,-1,2,-21,-6,0,-8,-5,-14,-84,0
802,0,-6,-4,0,2,4,-12,-2,5,-9,-62,0
803,0,-14,-1,0,8,-2,-20,-4,-5,-5,67,0
804,0,0,-5,0,-14,29,-15,14,-16,2,309,1
805,0,4,-1,0,0,3,1,4,7,-7,-403,0
806,0,-37,-1,0,15,19,3,3,28,6,775,1
807,-1,-14,-2,0,8,4,2,-9,21,2,363,1
808,0,-67,1,0,61,8,-2,70,-3,0,-52,1
809,-1,-31,-3,-3,27,-3,7,26,-7,12,320,1
810,0,8,0,1,2,-2,-8,-8,-3,3,-53,1
811,-1,-61,-2,0,-36,-4,-21,-44,-2,-15,-158,0
812,0,28,1,1,9,13,6,9,6,13,493,0
813,0,-27,-5,0,0,27,0,16,12,-1,319,1
814,0,-30,1,0,8,3,19,25,3,2,-305,1
815,-1,-28,-2,0,3,0,25,26,0,2,114,1
816,0,-8,-2,0,-12,4,16,4,5,-1,96,1
817,0,7,-5,-1,-5,3,-5,-11,1,3,470,1
818,-1,-16,0,0,6,9,1,8,7,1,-21,1
819,0,-59,6,1,42,4,13,54,6,-1,-107,1
820,0,-47,1,0,-36,4,-15,-51,3,1,116,0
821,0,1,-3,-2,9,2,-12,-8,6,1,389,1
822,0,-76,-1,0,24,8,44,70,6,0,38,1
823,0,-10,-1,0,3,-14,1,-1,-7,-2,-147,0
824,0,-9,-1,0,-14,11,-6,-4,-4,-1,-174,0
825,0,-22,-2,-1,8,-7,21,20,-2,4,482,1
826,1,15,-6,-1,-11,-4,0,-10,1,-6,361,1
827,0,-58,-1,0,-40,-3,-15,-51,-2,-5,-170,0
828,0,-29,-3,0,-42,13,0,-3,-3,-23,-292,0
829,0,-21,-1,0,33,-11,-1,13,-1,9,63,1
830,0,-12,0,0,-8,3,17,-3,6,9,140,1
831,0,-22,-1,-1,3,5,14,14,4,4,-146,1
832,0,-9,-5,-1,1,-8,-2,9,-7,-11,-417,0
833,0,-31,-3,0,-2,-19,-10,-17,-8,-6,-201,0
834,0,-24,-3,1,22,1,1,3,-2,23,579,1
835,0,-11,1,0,-32,13,8,-13,2,0,29,0
836,0,6,0,0,0,3,3,-3,1,8,51,0
837,0,-16,0,0,32,-14,-2,5,4,7,-273,1
838,0,-6,-3,0,6,1,-1,0,2,4,549,1
839,0,14,2,0,-5,5,-14,-13,0,-1,14,1
840,0,-75,-2,0,60,6,9,44,-1,32,344,1
841,0,2,3,-4,33,-16,-19,-20,8,10,-193,1
842,-1,-21,-1,0,10,6,5,0,3,18,293,1
843,-1,-7,3,0,2,6,-1,-6,1,12,-127,1
844,0,-31,2,0,-16,-9,-6,-19,-12,0,71,0
845,0,-38,-13,0,12,1,25,-1,6,33,1146,1
846,-2,1,-1,0,30,-4,-27,-10,-7,16,84,1
847,0,-61,1,0,34,26,1,29,28,4,101,1
848,0,-1,-2,0,4,-8,5,9,-8,0,97,1
849,0,-62,1,-2,-28,-35,1,-32,-16,-14,201,0
850,0,-40,2,0,33,0,7,37,1,2,-145,1
851,0,-28,-2,0,-12,-3,-13,-26,2,-4,195,0
852,0,-43,-4,0,-18,-22,-3,-36,0,-7,-466,0
853,0,-16,0,0,-1,-2,19,19,-3,0,-4,1
854,1,18,-5,0,10,-10,-18,-19,0,1,92,1
855,0,-89,-2,0,79,4,6,37,34,18,-87,1
856,0,-59,-13,-2,42,8,9,13,-1,47,553,1
857,0,-82,-6,-1,66,6,10,55,-3,30,472,1
858,0,-27,1,0,4,13,10,14,13,0,-158,1
859,-1,-50,-1,0,41,2,7,38,1,11,-25,1
860,0,-32,-1,0,42,4,-14,24,4,4,64,1
861,0,-40,-1,0,8,-50,2,-8,-31,-1,364,0
862,0,-55,-2,-1,-27,-15,-13,-32,-4,-19,-311,0
863,0,-12,1,0,12,-10,-14,-10,-2,0,-38,0
864,0,-12,1,-2,8,4,0,0,1,11,-257,1
865,0,-48,-3,-4,41,6,1,1,0,47,636,1
866,0,-48,-1,0,78,-24,-6,44,2,2,16,1
867,1,6,-1,0,1,-15,8,-8,-2,4,130,1
868,1,1,-1,0,14,-8,-7,13,-3,-11,11,1
869,0,-25,0,0,-28,9,-6,-30,5,0,305,0
870,0,-9,2,0,38,-17,-12,11,1,-3,-135,1
871,-1,-27,-1,0,13,3,11,21,2,4,3,1
872,0,3,1,0,5,6,-8,7,-5,1,55,0
873,1,-14,-1,0,10,2,2,7,5,2,327,1
874,0,-20,-7,0,11,-1,10,7,5,8,293,1
875,0,-9,0,0,-4,0,13,8,1,0,-7,1
876,0,-41,-2,0,47,0,-6,21,2,18,254,1
877,0,-13,0,0,-19,1,5,-11,-2,0,0,0
878,0,-31,0,0,15,5,11,31,0,0,53,1
879,0,-1,2,0,13,-8,-4,1,-2,2,-106,1
880,0,-41,3,1,52,-6,-5,38,6,-3,-2,1
881,0,-1,-1,0,19,-7,-11,0,0,1,46,1
882,0,-35,-3,-5,25,12,-2,-4,0,39,771,1
883,0,6,-2,-1,1,7,-14,2,-8,0,152,1
884,0,-8,-3,0,-5,-4,1,0,6,-14,-535,0
885,0,12,0,0,19,1,-32,-12,0,0,0,1
886,0,-18,1,1,-20,0,2,-8,-4,-6,28,0
887,0,-49,0,-2,35,15,-1,12,5,32,385,1
888,0,-5,-2,0,-4,5,4,8,-4,1,126,1
889,0,33,-1,1,-27,-13,7,9,0,-42,-121,1
890,0,-51,-2,0,-30,-29,8,-38,5,-18,-224,0
891,0,-22,3,0,-10,-12,0,-16,-6,0,18,0
892,0,-37,0,0,-25,-20,8,-17,-8,-12,-192,0
893,0,-8,0,0,-6,2,12,13,-5,0,0,1
894,0,-58,-2,0,45,11,2,21,15,22,87,1
895,0,-17,1,0,4,7,6,15,0,2,-123,1
896,0,26,-8,0,-11,-8,-7,-32,-1,7,481,1
897,0,16,2,0,-13,-5,2,-11,-3,-2,-103,1
898,0,-58,0,0,-44,-7,-7,-31,-10,-17,-203,0
899,0,-17,-2,0,13,4,0,-5,-1,23,502,1
900,0,-6,1,0,9,-1,-2,-8,1,13,828,1
901,0,-10,-4,-1,14,-7,3,-1,-3,14,460,1
902,0,-12,-1,0,-8,9,-13,-15,3,0,-302,0
903,0,-55,-5,1,-40,-13,-2,-38,-4,-13,-203,0
904,-1,-10,7,0,11,5,-6,8,-5,7,-301,1
905,-1,17,-4,0,-3,-9,-5,7,-17,-7,503,1
906,0,-28,0,0,17,-2,13,24,3,1,-36,1
907,0,5,0,-1,-14,7,12,12,-4,-3,-97,0
908,-1,-4,0,-1,0,5,-1,-1,-1,6,402,1
